ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0005254	chloride channel activity	10/1253	75/17696	0.0381331745088591	0.720188456353824	0.70941555423662	PACC1/GABRE/GABRR2/GABRR1/SLC26A7/TTYH1/CLIC3/ANO9/GABRD/SLC26A6	10
MF	GO:0019208	phosphatase regulator activity	12/1253	96/17696	0.0382554375326527	0.720188456353824	0.70941555423662	PPP2R5A/PPP2R5C/TESC/PPP1R16B/PPP4R4/PPP2R1B/CALM2/PPP1R1C/PPP2R5E/PPP1R35/CALM1/PPP2R2A	12
MF	GO:0004890	GABA-A receptor activity	4/1253	19/17696	0.0412189811050347	0.720188456353824	0.70941555423662	GABRE/GABRR2/GABRR1/GABRD	4
MF	GO:0034458	3'-5' RNA helicase activity	4/1253	19/17696	0.0412189811050347	0.720188456353824	0.70941555423662	DHX33/DHX38/DQX1/SUPV3L1	4
MF	GO:0004722	protein serine/threonine phosphatase activity	10/1253	76/17696	0.0412406290511623	0.720188456353824	0.70941555423662	CDKN3/PPM1A/PPP2CB/DUSP1/DUSP4/RPAP2/PPP2R1B/PDP2/CTDNEP1/PPP2R2A	10
MF	GO:0004866	endopeptidase inhibitor activity	19/1253	175/17696	0.0414297739475493	0.720188456353824	0.70941555423662	BIRC3/SPP2/CST7/SPOCK2/HRG/WFDC3/CSTL1/SPINK5/ARRB1/CD27/SERPINA10/SPINK7/LCN1/SERPINB8/SPOCK3/SPINK14/SERPINB13/SPINK13/COL28A1	19
MF	GO:0004715	non-membrane spanning protein tyrosine kinase activity	7/1253	46/17696	0.0416120695452138	0.720188456353824	0.70941555423662	JAK3/ITK/PTK2B/TEC/BLK/PTK2/TNK1	7
MF	GO:0008514	organic anion transmembrane transporter activity	22/1253	210/17696	0.0421182779168328	0.720188456353824	0.70941555423662	ABCC2/CEACAM1/SLC25A1/SLC25A17/SLC32A1/SLC38A7/SLC25A11/ABCC11/SLC36A1/SLC52A1/SLC38A2/SLC26A10/SLC38A6/SFXN5/SLC26A7/SLC25A25/SLC5A12/SLC6A20/MFSD2A/SLC25A22/SLC26A6/SLC25A10	22
MF	GO:0043621	protein self-association	8/1253	56/17696	0.042453214269278	0.720188456353824	0.70941555423662	DVL2/KCTD9/FOXP1/RNF112/PTH1R/CRK/MYD88/HSF1	8
MF	GO:0030276	clathrin binding	8/1253	57/17696	0.0464483136841855	0.753059535322029	0.741794932854608	PICALM/SYT17/CALY/ARRB1/CLBA1/NSG2/GAK/AP2A2	8
MF	GO:0000287	magnesium ion binding	22/1253	213/17696	0.047981521175888	0.753059535322029	0.741794932854608	GCLC/MTHFD2/TESC/PAPOLA/COMT/PRTFDC1/PPM1A/GSS/ENO2/GNAI1/ATP8B3/RAN/MORC2/SRPK2/PRPSAP2/PI4K2A/HPRT1/SRR/ENDOV/ADSS1/CDC42BPB/NUDT18	22
MF	GO:0031543	peptidyl-proline dioxygenase activity	3/1253	12/17696	0.0481063370410846	0.753059535322029	0.741794932854608	P4HA2/P3H1/P4HA1	3
MF	GO:0061578	Lys63-specific deubiquitinase activity	3/1253	12/17696	0.0481063370410846	0.753059535322029	0.741794932854608	ATXN3/DESI2/STAMBP	3
MF	GO:0015108	chloride transmembrane transporter activity	12/1253	100/17696	0.0498764973878321	0.753059535322029	0.741794932854608	PACC1/SLC12A3/GABRE/GABRR2/SLC26A10/GABRR1/SLC26A7/TTYH1/CLIC3/ANO9/GABRD/SLC26A6	12
